Audios:	Translation	Gender:
/content/drive/MyDrive/dataset/clips/558.wav	یہ ممکن نہیں تھا لیکن تم نے کر دکھایا 	Male
/content/drive/MyDrive/dataset/clips/559.wav	میری سالگرہ کا تحفہ بہت الگ تھا	Male
/content/drive/MyDrive/dataset/clips/560.wav	 میرے ساتھ راستے پر ایک حیرت انگیز واقعہ پیش آیا 	Male
/content/drive/MyDrive/dataset/clips/561.wav	تم فوراً واپس آ گئے	Female
/content/drive/MyDrive/dataset/clips/562.wav	 مجھے معلوم تھا 	Female
/content/drive/MyDrive/dataset/clips/563.wav	کیا تم ایک گاندھی جی پسند ہے	Female
/content/drive/MyDrive/dataset/clips/564.wav	 تم بھی ایسا کر سکتے ہو 	Female
/content/drive/MyDrive/dataset/clips/565.wav	آنکھیں ترس گئیں تو میں دیکھنے کے لئے 	Female
/content/drive/MyDrive/dataset/clips/566.wav	وہ کنگال ہو گیا 	Female
/content/drive/MyDrive/dataset/clips/567.wav	تمہیں مجھ سے کوئی کام تھا 	Female
/content/drive/MyDrive/dataset/clips/568.wav	تم مجھے کیسے یاد کر سکتے ہو 	Female
/content/drive/MyDrive/dataset/clips/569.wav	وہ تمہارا کچھ لگتا ہے کیا 	Female
/content/drive/MyDrive/dataset/clips/570.wav	اس کا نام عزیز ہے لگتا نہیں 	Female
/content/drive/MyDrive/dataset/clips/571.wav	کیا آج ہم شاپنگ پر جا رہے ہیں 	Male
/content/drive/MyDrive/dataset/clips/572.wav	مجھے جس کا انتظار تھا آخر کار وہ مجھے مل گئی گی 	Male
/content/drive/MyDrive/dataset/clips/573.wav	یوں اچانک آپ مجھے حیران کر دیا	Male
/content/drive/MyDrive/dataset/clips/574.wav	 بچوں آج آپ کی خالہ آ رہی ہے	Male
/content/drive/MyDrive/dataset/clips/575.wav	 کھیلنے کا ٹائم ہونے والا ہے	Male
/content/drive/MyDrive/dataset/clips/576.wav	 ہم کل سیر کو جا رہے ہیں 	Male
/content/drive/MyDrive/dataset/clips/577.wav	میں نے پورے سکول میں ٹاپ کیا ہے	Male
/content/drive/MyDrive/dataset/clips/578.wav	 ہم اسے ایک برتھ ڈے پارٹی دینے والے ہیں	Male
/content/drive/MyDrive/dataset/clips/579.wav	 مجھے تم سے یہ امید نہیں تھی 	Male
/content/drive/MyDrive/dataset/clips/580.wav	میں سوچ بھی نہیں سکتی تو میں ایسا کر سکتی ہو	Male
/content/drive/MyDrive/dataset/clips/581.wav	 میں حیران ہوں 	Female
/content/drive/MyDrive/dataset/clips/582.wav	میں اتنی بڑی خوشی کی خبر کا سوچ بھی نہیں سکتی تھی 	Female
/content/drive/MyDrive/dataset/clips/583.wav	میں یہ جاننا چاہتا ہوں 	Female
/content/drive/MyDrive/dataset/clips/584.wav	تم نے بہت محنت کی ہے اس کے لیے 	Female
/content/drive/MyDrive/dataset/clips/585.wav	مجھے تم سے اس برتاؤ کی امید نہیں تھی	Female
/content/drive/MyDrive/dataset/clips/586.wav	 مجھے تو سوچ کر بھی حیرانی ہو رہی ہے کو	Female
/content/drive/MyDrive/dataset/clips/587.wav	 یہ سمجھ ہی نہیں پا رہا ہے 	Female
/content/drive/MyDrive/dataset/clips/588.wav	یہ سب میرے لئے کیا ہے 	Female
/content/drive/MyDrive/dataset/clips/589.wav	یہ کیسے ہوگیا 	Female
/content/drive/MyDrive/dataset/clips/590.wav	واہ ایسے کیسے کر سکتا ہے 	Female
/content/drive/MyDrive/dataset/clips/591.wav	اس بات سے انجان تھا 	Female
/content/drive/MyDrive/dataset/clips/592.wav	یہ کیا ہو رہا ہے 	Female
/content/drive/MyDrive/dataset/clips/593.wav	کیا تم خاص میرے لئے آئے ہو 	Female
/content/drive/MyDrive/dataset/clips/594.wav	وہ ہار نہیں سکتا 	Female
/content/drive/MyDrive/dataset/clips/595.wav	یہ میرے لئے بہت حیرت انگیز بات ہے 	Female
/content/drive/MyDrive/dataset/clips/596.wav	مجھے کچھ سمجھ ہی نہیں آ رہی تھی 	Female
/content/drive/MyDrive/dataset/clips/597.wav	تم کب واپس آئے 	Female
/content/drive/MyDrive/dataset/clips/598.wav	یوں اچانک یہ سب کیسے ہوگیا 	Female
/content/drive/MyDrive/dataset/clips/599.wav	یہ سب کچھ میرے لئے نیا تھا 	Female
/content/drive/MyDrive/dataset/clips/600.wav	کیا ہم واقعی میچ جیت گئے ہیں	Female
/content/drive/MyDrive/dataset/clips/601.wav	ہائیکنگ بہت تحریللنگ ہوگئ	Male
/content/drive/MyDrive/dataset/clips/602.wav	مجھے یہ اندازہ نہیں تھا کہ یہ اتنا اچھا ہوگا	Male
/content/drive/MyDrive/dataset/clips/603.wav	میں کیوں اچھی لگتی ہو تمہیں وضاحت کرو	Male
/content/drive/MyDrive/dataset/clips/604.wav	میرا ٹریپ تو اچھا رہے گا	Male
/content/drive/MyDrive/dataset/clips/605.wav	میں پلین میں آرام کروں گا 	Male
/content/drive/MyDrive/dataset/clips/606.wav	میں ایک دو پیکنگز مکمل کرونگی	Male
/content/drive/MyDrive/dataset/clips/607.wav	یعنی تم عید پر آؤ گے	Male
/content/drive/MyDrive/dataset/clips/608.wav	آج کھانے میں ضرور کچھ اچھا بنا ہوگا	Male
/content/drive/MyDrive/dataset/clips/609.wav	آج کون سے کپڑے پہنوں	Male
/content/drive/MyDrive/dataset/clips/610.wav	یہ کلر میں نے صرف اس تقریب کے لئے رکھا ہوا تھا	Male
/content/drive/MyDrive/dataset/clips/611.wav	یہ گیم بہت پر جوش ہونے والی ہے 	Male
/content/drive/MyDrive/dataset/clips/612.wav	میں سو بھی نہیں سگی میں اتنی خوش تھی	Male
/content/drive/MyDrive/dataset/clips/613.wav	آڈینس بھی بہت پرجوش ہے	Male
/content/drive/MyDrive/dataset/clips/614.wav	ہمیں مزہ آئے گا فلم دیکھ کر	Male
/content/drive/MyDrive/dataset/clips/615.wav	ہاں بالکل تم نے صحیح مشورہ دیا 	Male
/content/drive/MyDrive/dataset/clips/616.wav	اس بار مری جانے کا ارادہ ہے 	Male
/content/drive/MyDrive/dataset/clips/617.wav	اس کا ردعمل سن کر عجیب نہیں لگا	Male
/content/drive/MyDrive/dataset/clips/618.wav	وہ کب تک آ جائیں گے مجھے انتظار ہے 	Male
/content/drive/MyDrive/dataset/clips/619.wav	میں نے اس کی پسند کا سب کچھ بنا دیا 	Male
/content/drive/MyDrive/dataset/clips/620.wav	یقینا یہ سب اچھا رہے گا	Male
/content/drive/MyDrive/dataset/clips/621.wav	آج ہمارے گھر مہمان آ رہے ہیں 	Female
/content/drive/MyDrive/dataset/clips/622.wav	میں کھیلوں میں حصہ ضرور لوں گی 	Female
/content/drive/MyDrive/dataset/clips/623.wav	میں یہ سن کر بہت خوش ہوں	Female
/content/drive/MyDrive/dataset/clips/624.wav	وہ سب ٹرین پر آرہے ہیں	Female
/content/drive/MyDrive/dataset/clips/625.wav	پتانہیں سفر کیسا رہے گا	Female
/content/drive/MyDrive/dataset/clips/626.wav	بریانی میری پسندیدہ غذا ہے 	Female
/content/drive/MyDrive/dataset/clips/627.wav	تم جانتے ہو میں نے کل رات ایک خواب دیکھا 	Female
/content/drive/MyDrive/dataset/clips/628.wav	ہم نے نیا گھر تعمیر کروایا ہے 	Female
/content/drive/MyDrive/dataset/clips/629.wav	یہ پھول جب کھل جائیں گے تو بہت خوبصورت ہوں گے 	Female
/content/drive/MyDrive/dataset/clips/630.wav	آرٹ کی تقریبات میں جا کر اچھا محسوس ہوگا	Female
/content/drive/MyDrive/dataset/clips/631.wav	میں بھی جاؤں گی پارک میں ان کے ساتھ	Male
/content/drive/MyDrive/dataset/clips/632.wav	یہ رنگ تو بہت خوبصورت ہے 	Male
/content/drive/MyDrive/dataset/clips/633.wav	تمہارے لئے میرے پاس ایک اچھی خبر ہے اور ایک بری بھی	Male
/content/drive/MyDrive/dataset/clips/634.wav	پتا نہیں وہ کیوں اتنی خوش تھی 	Male
/content/drive/MyDrive/dataset/clips/635.wav	میرے لیے یہ پہلا تجربہ ہوگا	Male
/content/drive/MyDrive/dataset/clips/636.wav	تصویریں بہت خوبصورت آئی ہیں 	Male
/content/drive/MyDrive/dataset/clips/637.wav	میں نے دو گھنٹے انتظار کیا 	Male
/content/drive/MyDrive/dataset/clips/638.wav	ہم نے یہ کارنامہ بھی کر دیا 	Male
/content/drive/MyDrive/dataset/clips/639.wav	نتیجہ یقین اچھا ہی ہوگا	Male
/content/drive/MyDrive/dataset/clips/640.wav	یہ سفر طے کرنے کے بعد پتہ چلے گا کہ کون خوش تھا اور کون ناراض	Male
/content/drive/MyDrive/dataset/clips/641.wav	یہ تو بہت شاندار ہے 	Female
/content/drive/MyDrive/dataset/clips/642.wav	میں بہت پرجوش ہوں 	Female
/content/drive/MyDrive/dataset/clips/643.wav	میں دن گن رہا ہوں کہ کب یہ ہوگا 	Female
/content/drive/MyDrive/dataset/clips/644.wav	میں سچ میں خوش ہوں 	Female
/content/drive/MyDrive/dataset/clips/645.wav	میں انتظار نہیں کر پارہاہوں 	Female
/content/drive/MyDrive/dataset/clips/646.wav	میں چاند پر سفر کر رہاہوں 	Female
/content/drive/MyDrive/dataset/clips/647.wav	میں خوشی میں دیواریں ٹاپ رہا ہوں 	Female
/content/drive/MyDrive/dataset/clips/648.wav	یہ میرے خوابوں سے بھی آگے ہے 	Female
/content/drive/MyDrive/dataset/clips/649.wav	یہ بہت مزے دار ہونے والا ہے 	Female
/content/drive/MyDrive/dataset/clips/650.wav	یہ ایسےہو جیسے کوئی خواب سچ ہو گیا	Female
/content/drive/MyDrive/dataset/clips/651.wav	 میں نے یہ انعام جیت لیا 	Male
/content/drive/MyDrive/dataset/clips/652.wav	یہ مبارک دن بار بار آئے 	Male
/content/drive/MyDrive/dataset/clips/653.wav	یہ منظر کتنا خوبصورت ہے	Male
/content/drive/MyDrive/dataset/clips/654.wav	 برائے مہربانی جلدی کیجئے	Male
/content/drive/MyDrive/dataset/clips/655.wav	 کیا یہ سچ ہے	Male
/content/drive/MyDrive/dataset/clips/656.wav	 آپ نے تو کمال کر دیا	Male
/content/drive/MyDrive/dataset/clips/657.wav	 یہ کتنی خوشی کی بات ہے 	Male
/content/drive/MyDrive/dataset/clips/658.wav	واہ واہ کیا بات ہے 	Male
/content/drive/MyDrive/dataset/clips/659.wav	یہ تو بڑی خوشی کی خبر ہے 	Male
/content/drive/MyDrive/dataset/clips/660.wav	خبردار ہوشیار رہیں 	Male
/content/drive/MyDrive/dataset/clips/661.wav	اگلے مہینے میری منگنی ہے 	Female
/content/drive/MyDrive/dataset/clips/662.wav	آپ کی دعوت کا بہت شکریہ 	Female
/content/drive/MyDrive/dataset/clips/663.wav	ہم سب تیار ہیں 	Female
/content/drive/MyDrive/dataset/clips/664.wav	وہ بہت پرجوش لگ رہا ہے	Female
/content/drive/MyDrive/dataset/clips/665.wav	 شوق کا کوئی مول نہیں 	Female
/content/drive/MyDrive/dataset/clips/666.wav	میرا کوئز بہت اچھا ہوا 	Female
/content/drive/MyDrive/dataset/clips/667.wav	میں کلاس میں اول آیا 	Female
/content/drive/MyDrive/dataset/clips/668.wav	واو میرا سوٹ تیار ہے 	Female
/content/drive/MyDrive/dataset/clips/669.wav	میں خوشی سے پاگل ہو جاؤں گا 	Female
/content/drive/MyDrive/dataset/clips/670.wav	واہ آج کھانا ابو بنائیں گے 	Female
/content/drive/MyDrive/dataset/clips/671.wav	میں ٹھیک ہوں بہت شکریہ 	Male
/content/drive/MyDrive/dataset/clips/672.wav	آپ بہت مہربان ہو	Male
/content/drive/MyDrive/dataset/clips/673.wav	 میں پرسوں امریکہ جا رہا ہوں 	Male
/content/drive/MyDrive/dataset/clips/674.wav	آپ تو بہت اچھی انگریزی بول لیتی ہیں 	Male
/content/drive/MyDrive/dataset/clips/675.wav	واہ آپ کو میرا نام ایک جیسا ہے	Male
/content/drive/MyDrive/dataset/clips/676.wav	 تھوڑی سی دیر اور انجوائے کرنے دیں 	Male
/content/drive/MyDrive/dataset/clips/677.wav	میں بہت جلدی اپنی انجینئرنگ مکمل کر لو گی	Male
/content/drive/MyDrive/dataset/clips/678.wav	 میرے گھر آج مہمان آ رہے ہیں 	Male
/content/drive/MyDrive/dataset/clips/679.wav	ہم سب کزن مل کر کھیلیں گے	Male
/content/drive/MyDrive/dataset/clips/680.wav	 مجھے ماموں کے گھر جانا ہے 	Male
/content/drive/MyDrive/dataset/clips/681.wav	 وہ بہت مضبوط دل کا مالک ہیں	Female
/content/drive/MyDrive/dataset/clips/682.wav	 وہ خوشی سے جھوم رہا تھا 	Female
/content/drive/MyDrive/dataset/clips/683.wav	وہ جوش میں لگ رہا تھا 	Female
/content/drive/MyDrive/dataset/clips/684.wav	یہ بہت مزے دار ہے	Female
/content/drive/MyDrive/dataset/clips/685.wav	 میں بہت شوق سے خریدا تھا وہ کتا 	Female
/content/drive/MyDrive/dataset/clips/686.wav	میں تمہارا منتظر رہوں گا 	Female
/content/drive/MyDrive/dataset/clips/687.wav	وہ دلچسپی لے رہی تھی 	Female
/content/drive/MyDrive/dataset/clips/688.wav	میں شکر گزار ہوں 	Female
/content/drive/MyDrive/dataset/clips/689.wav	میں تم سے بہت متاثر ہوں	Female
/content/drive/MyDrive/dataset/clips/690.wav	 وہ بہت حساس تھا	Female
/content/drive/MyDrive/dataset/clips/691.wav	 امبر کی شادی ہو رہی ہے 	Female
/content/drive/MyDrive/dataset/clips/692.wav	کل ہم سوات جا رہے ہیں 	Female
/content/drive/MyDrive/dataset/clips/693.wav	ساتھ والے گھر میں آج بریانی بنی ہے	Female
/content/drive/MyDrive/dataset/clips/694.wav	 میں نے بہت شوق سے خریدا تھا وہ کتا 	Female
/content/drive/MyDrive/dataset/clips/695.wav	کل نیا سال شروع ہو جائے گا 	Female
/content/drive/MyDrive/dataset/clips/696.wav	ہم پارک جا کر اس کا برتھ ڈے سیلیبریٹ کریں گے 	Female
/content/drive/MyDrive/dataset/clips/697.wav	یہ سننے کے بعد میں بہت خوش ہوں کہ تمہیں پتا بھی نہیں سکتی ہو	Female
/content/drive/MyDrive/dataset/clips/698.wav	 اس نے واقعی بولا ہے کہ وہ پانچ سو میں سوٹ دے دے گا 	Female
/content/drive/MyDrive/dataset/clips/699.wav	چلو مہمان کو کچھ پیش کرتے ہیں 	Female
/content/drive/MyDrive/dataset/clips/700.wav	کھانا پیش کیا جا رہا ہے تم سب بھی آ کے کھانا کھا لو   	Female
	 	

	  	
	                     	


	    	





































































































































































































































































